,Annotation Cluster 1,Enrichment Score: 17.788187525631553,,,,,,,,,,
 EMD,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 ACTC1,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA2D1,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 LMNA,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 IGF1,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA2D3,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNG1,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 TNNI3,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA2D2,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA1S,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 TNNT2,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 SGCG,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 SGCD,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 RYR2,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA1F,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA1C,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 CACNA1D,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 SGCA,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
 SGCB,KEGG_PATHWAY,cfa05410:Hypertrophic cardiomyopathy (HCM),33,6.547619048,7.35E-22,"MYL2, TNNC1, MYL3, PRKAG2, MYBPC3, CACNB1, CACNB2, CACNB3, CACNB4, TTN, TPM1, ACE, DES, DMD, EMD, ACTC1, CACNA2D1, LMNA, IGF1, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, TNNT2, SGCG, SGCD, RYR2, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,79,6781,8.355662597,1.88E-19,9.40E-20
CACNB1,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 GJA1,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNB2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNB3,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNB4,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 DES,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 DMD,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 EMD,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA2D1,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 LMNA,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 ACTN2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA2D3,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNG1,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA2D2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA1S,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 JUP,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 DSG2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 SGCG,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 PKP2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 DSC2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 RYR2,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 DSP,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 SGCD,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA1F,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA1C,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 CACNA1D,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 SGCA,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
 SGCB,KEGG_PATHWAY,cfa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),28,5.555555556,9.11E-18,"CACNB1, GJA1, CACNB2, CACNB3, CACNB4, DES, DMD, EMD, CACNA2D1, LMNA, ACTN2, CACNA2D3, CACNG1, CACNA2D2, CACNA1S, JUP, DSG2, SGCG, PKP2, DSC2, RYR2, DSP, SGCD, CACNA1F, CACNA1C, CACNA1D, SGCA, SGCB",339,71,6781,7.888487266,2.33E-15,5.83E-16
MYL2,KEGG_PATHWAY,cfa04261:Adrenergic signaling in cardiomyocytes,38,7.53968254,2.21E-17,"MYL2, TNNC1, MYL3, ADCY5, CAMK2G, CACNB1, CACNB2, CACNB3, CACNB4, TPM1, AGTR1, BCL2, SCN5A, AKT2, ACTC1, CACNA2D1, MYH7, MYH6, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, PPP1CB, TNNT2, ADRB2, ADRB1, PLN, ADRA1B, ADRA1A, RYR2, GNAS, CACNA1F, CACNA1C, CACNA1D, ADRA1D, CALM1, SLC9A1",339,144,6781,5.278556211,5.66E-15,1.13E-15
 TNNC1,KEGG_PATHWAY,cfa04261:Adrenergic signaling in cardiomyocytes,38,7.53968254,2.21E-17,"MYL2, TNNC1, MYL3, ADCY5, CAMK2G, CACNB1, CACNB2, CACNB3, CACNB4, TPM1, AGTR1, BCL2, SCN5A, AKT2, ACTC1, CACNA2D1, MYH7, MYH6, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, PPP1CB, TNNT2, ADRB2, ADRB1, PLN, ADRA1B, ADRA1A, RYR2, GNAS, CACNA1F, CACNA1C, CACNA1D, ADRA1D, CALM1, SLC9A1",339,144,6781,5.278556211,5.66E-15,1.13E-15
 MYL3,KEGG_PATHWAY,cfa04261:Adrenergic signaling in cardiomyocytes,38,7.53968254,2.21E-17,"MYL2, TNNC1, MYL3, ADCY5, CAMK2G, CACNB1, CACNB2, CACNB3, CACNB4, TPM1, AGTR1, BCL2, SCN5A, AKT2, ACTC1, CACNA2D1, MYH7, MYH6, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, PPP1CB, TNNT2, ADRB2, ADRB1, PLN, ADRA1B, ADRA1A, RYR2, GNAS, CACNA1F, CACNA1C, CACNA1D, ADRA1D, CALM1, SLC9A1",339,144,6781,5.278556211,5.66E-15,1.13E-15
 ADCY5,KEGG_PATHWAY,cfa04261:Adrenergic signaling in cardiomyocytes,38,7.53968254,2.21E-17,"MYL2, TNNC1, MYL3, ADCY5, CAMK2G, CACNB1, CACNB2, CACNB3, CACNB4, TPM1, AGTR1, BCL2, SCN5A, AKT2, ACTC1, CACNA2D1, MYH7, MYH6, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, PPP1CB, TNNT2, ADRB2, ADRB1, PLN, ADRA1B, ADRA1A, RYR2, GNAS, CACNA1F, CACNA1C, CACNA1D, ADRA1D, CALM1, SLC9A1",339,144,6781,5.278556211,5.66E-15,1.13E-15
 CAMK2G,KEGG_PATHWAY,cfa04261:Adrenergic signaling in cardiomyocytes,38,7.53968254,2.21E-17,"MYL2, TNNC1, MYL3, ADCY5, CAMK2G, CACNB1, CACNB2, CACNB3, CACNB4, TPM1, AGTR1, BCL2, SCN5A, AKT2, ACTC1, CACNA2D1, MYH7, MYH6, CACNA2D3, CACNG1, TNNI3, CACNA2D2, CACNA1S, PPP1CB, TNNT2, ADRB2, ADRB1, PLN, ADRA1B, ADRA1A, RYR2, GNAS, CACNA1F, CACNA1C, CACNA1D, ADRA1D, CALM1, SLC9A1",339,144,6781,5.278556211,5.66E-15,1.13E-15
