A1BG,1,11167,yes,A1bg,MGI:2152878,,1
ABL2,27,5278,yes,Abl2,MGI:87860,MP:0003631,387
ABL2,27,5278,yes,Abl2,MGI:87860,MP:0005384,388
ABL2,27,5278,yes,Abl2,MGI:87860,MP:0005376,389
ABL2,27,5278,yes,Abl2,MGI:87860,MP:0005378,390
ABLIM1,3983,40994,yes,Ablim1,MGI:1194500,MP:0002873,391
ABLIM2,84448,82366,yes,Ablim2,MGI:2385758,,392
ABLIM3,22885,69175,yes,Ablim3,MGI:2442582,,393
ABO,28,69306,yes,Abo,MGI:2135738,,394
ABR,29,11081,yes,Abr,MGI:107771,MP:0005384,395
ABR,29,11081,yes,Abr,MGI:107771,MP:0005386,396
ABR,29,11081,yes,Abr,MGI:107771,MP:0003631,397
ABR,29,11081,yes,Abr,MGI:107771,MP:0005377,398
ABR,29,11081,yes,Abr,MGI:107771,MP:0010768,399
ABR,29,11081,yes,Abr,MGI:107771,MP:0002873,400
ABRA,137735,34713,yes,Abra,MGI:2444891,MP:0005376,401
ABRA,137735,34713,yes,Abra,MGI:2444891,MP:0005385,402
ABRACL,58527,64011,yes,Abracl,MGI:1920362,,403
ABRAXAS1,84142,16376,yes,Abraxas1,MGI:1917931,,404
ABRAXAS2,23172,12970,yes,Abraxas2,MGI:1926116,MP:0005376,405
ABRAXAS2,23172,12970,yes,Abraxas2,MGI:1926116,MP:0005387,406
ABRAXAS2,23172,12970,yes,Abraxas2,MGI:1926116,MP:0005397,407
ABT1,29777,134288,yes,Abt1,MGI:1353636,,408
ABTB1,80325,32731,yes,Abtb1,MGI:1933148,,409
ABTB2,25841,15904,yes,Abtb2,MGI:2139365,MP:0005386,410
ABTB2,25841,15904,yes,Abtb2,MGI:2139365,MP:0005397,411
ABTB2,25841,15904,yes,Abtb2,MGI:2139365,MP:0005387,412
ACAA1,30,37497,yes,Acaa1a,MGI:2148491,MP:0005397,413
ACAA1,30,37497,yes,Acaa1a,MGI:2148491,MP:0005376,414
ACAA1,30,91131,yes,Acaa1b,MGI:3605455,MP:0002873,415
ACAA2,10449,4456,yes,Acaa2,MGI:1098623,,416
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005378,417
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005376,418
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005380,419
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005370,420
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005397,421
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0010768,422
ACACA,31,31015,yes,Acaca,MGI:108451,MP:0005387,423
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005369,424
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005384,425
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005376,426
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005375,427
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0002873,428
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0010771,429
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005385,430
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005378,431
ACACB,32,74382,yes,Acacb,MGI:2140940,MP:0005386,432
ACAD10,80724,49825,yes,Acad10,MGI:1919235,,433
ACAD11,84129,49896,yes,Acad11,MGI:2143169,,434
ACAD8,27034,8662,yes,Acad8,MGI:1914198,MP:0005375,435
ACAD8,27034,8662,yes,Acad8,MGI:1914198,MP:0005367,436
ACAD8,27034,8662,yes,Acad8,MGI:1914198,MP:0005376,437
ACAD8,27034,8662,yes,Acad8,MGI:1914198,MP:0005384,438
ACAD8,27034,8662,yes,Acad8,MGI:1914198,MP:0005370,439
ACAD9,28976,8539,yes,Acad9,MGI:1914272,,440
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0010768,441
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0005389,442
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0005385,443
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0005370,444
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0005367,445
ACADL,33,37498,yes,Acadl,MGI:87866,MP:0005376,446
ACADM,34,3,yes,Acadm,MGI:87867,MP:0005376,447
ACADM,34,3,yes,Acadm,MGI:87867,MP:0005369,448
ACADM,34,3,yes,Acadm,MGI:87867,MP:0010768,449
ACADM,34,3,yes,Acadm,MGI:87867,MP:0005385,450
ACADM,34,3,yes,Acadm,MGI:87867,MP:0005370,451
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005367,452
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005386,453
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005370,454
ACADS,35,20057,yes,Acads,MGI:87868,MP:0010771,455
ACADS,35,20057,yes,Acads,MGI:87868,MP:0010768,456
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005369,457
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005384,458
ACADS,35,20057,yes,Acads,MGI:87868,MP:0005376,459
ACADSB,36,1216,yes,Acadsb,MGI:1914135,,460
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005369,461
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005384,462
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005376,463
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005378,464
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0002006,465
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005375,466
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005370,467
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005386,468
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0010768,469
ACADVL,37,5,yes,Acadvl,MGI:895149,MP:0005385,470
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005378,471
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005369,472
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005382,473
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005387,474
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005376,475
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005390,476
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005386,477
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005370,478
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005388,479
ACAN,176,137204,yes,Acan,MGI:99602,MP:0002873,480
ACAN,176,137204,yes,Acan,MGI:99602,MP:0010768,481
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005385,482
ACAN,176,137204,yes,Acan,MGI:99602,MP:0002006,483
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005371,484
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005377,485
ACAN,176,137204,yes,Acan,MGI:99602,MP:0003631,486
ACAN,176,137204,yes,Acan,MGI:99602,MP:0005381,487
ACAP1,9744,22835,yes,Acap1,MGI:2388270,MP:0005376,488
ACAP2,23527,8182,yes,Acap2,MGI:1925868,,489
ACAP3,116983,23708,yes,Acap3,MGI:2153589,MP:0005378,490
ACAT1,38,6,yes,Acat1,MGI:87870,,491
ACAT2,39,55855,yes,Acat2,MGI:87871,MP:0010768,492
ACAT2,39,55855,yes,Acat2,MGI:87871,MP:0005380,493
ACAT2,39,55855,yes,Acat2,MGI:87871,MP:0005391,494
ACAT2,39,55855,yes,Acat2,MGI:87871,MP:0005378,495
ACAT2,39,55855,yes,Acat2,MGI:87871,MP:0005376,496
ACAT2,39,55855,yes,Acat3,MGI:109182,,497
ACBD3,64746,11227,yes,Acbd3,MGI:2181074,MP:0005391,498
ACBD3,64746,11227,yes,Acbd3,MGI:2181074,MP:0005367,499
ACBD3,64746,11227,yes,Acbd3,MGI:2181074,MP:0005386,500
ACBD3,64746,11227,yes,Acbd3,MGI:2181074,MP:0010768,501
ACBD3,64746,11227,yes,Acbd3,MGI:2181074,MP:0005376,502
ACBD4,79777,32596,yes,Acbd4,MGI:1914381,,503
ACBD5,91452,12541,yes,Acbd5,MGI:1921409,MP:0005387,504
ACBD5,91452,12541,yes,Acbd5,MGI:1921409,MP:0005397,505
ACBD6,84320,12465,yes,Acbd6,MGI:1919732,,506
ACBD7,414149,82242,yes,Acbd7,MGI:1925495,,507
ACCS,84680,75335,yes,Accs,MGI:1919717,,508
ACCSL,390110,86007,yes,Accsl,MGI:3584519,,509
ACD,65057,23391,yes,Acd,MGI:87873,MP:0010771,510
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005378,511
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005379,512
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005382,513
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005384,514
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005376,515
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005367,516
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005386,517
ACD,65057,23391,yes,Acd,MGI:87873,MP:0010768,518
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005389,519
ACD,65057,23391,yes,Acd,MGI:87873,MP:0002006,520
ACD,65057,23391,yes,Acd,MGI:87873,MP:0001186,521
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005377,522
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005371,523
ACD,65057,23391,yes,Acd,MGI:87873,MP:0005381,524
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005378,525
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005375,526
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005379,527
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005376,528
ACE,1636,37351,yes,Ace,MGI:87874,MP:0010768,529
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005389,530
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005385,531
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005397,532
ACE,1636,37351,yes,Ace,MGI:87874,MP:0002006,533
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005386,534
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005387,535
ACE,1636,37351,yes,Ace,MGI:87874,MP:0005367,536
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005381,537
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005367,538
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005387,539
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005388,540
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0001186,541
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0010768,542
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0010771,543
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005385,544
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005378,545
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005369,546
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005384,547
ACE2,59272,41448,yes,Ace2,MGI:1917258,MP:0005376,548
ACE3P,100129123,80337,yes,Ace3,MGI:3644400,,549
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005397,550
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0001186,551
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005386,552
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005387,553
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005391,554
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0010771,555
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005378,556
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005379,557
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005375,558
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005384,559
ACER1,125981,15853,yes,Acer1,MGI:2181962,MP:0005376,560
ACER2,340485,14986,yes,Acer2,MGI:1920932,MP:0005376,561
ACER2,340485,14986,yes,Acer2,MGI:1920932,MP:0002873,562
ACER2,340485,14986,yes,Acer2,MGI:1920932,MP:0010771,563
ACER3,55331,5410,yes,Acer3,MGI:1913440,MP:0003631,564
ACER3,55331,5410,yes,Acer3,MGI:1913440,MP:0005386,565
ACER3,55331,5410,yes,Acer3,MGI:1913440,MP:0002873,566
ACER3,55331,5410,yes,Acer3,MGI:1913440,MP:0005376,567
ACHE,43,543,yes,Ache,MGI:87876,MP:0005388,568
ACHE,43,543,yes,Ache,MGI:87876,MP:0005386,569
ACHE,43,543,yes,Ache,MGI:87876,MP:0005389,570
ACHE,43,543,yes,Ache,MGI:87876,MP:0010768,571
ACHE,43,543,yes,Ache,MGI:87876,MP:0005397,572
ACHE,43,543,yes,Ache,MGI:87876,MP:0003631,573
ACHE,43,543,yes,Ache,MGI:87876,MP:0005377,574
ACHE,43,543,yes,Ache,MGI:87876,MP:0005391,575
ACHE,43,543,yes,Ache,MGI:87876,MP:0005378,576
ACHE,43,543,yes,Ache,MGI:87876,MP:0005375,577
ACHE,43,543,yes,Ache,MGI:87876,MP:0005369,578
ACHE,43,543,yes,Ache,MGI:87876,MP:0005382,579
ACHE,43,543,yes,Ache,MGI:87876,MP:0005376,580
ACIN1,22985,22853,yes,Acin1,MGI:1891824,,581
ACKR1,2532,48067,yes,Ackr1,MGI:1097689,MP:0005376,582
ACKR1,2532,48067,yes,Ackr1,MGI:1097689,MP:0005387,583
ACKR1,2532,48067,yes,Ackr1,MGI:1097689,MP:0005390,584
ACKR2,1238,992,yes,Ackr2,MGI:1891697,MP:0010771,585
ACKR2,1238,992,yes,Ackr2,MGI:1891697,MP:0005387,586
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005387,587
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005385,588
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005397,589
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0010768,590
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005386,591
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005388,592
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005376,593
ACKR3,57007,22419,yes,Ackr3,MGI:109562,MP:0005369,594
ACKR4,51554,49474,yes,Ackr4,MGI:2181676,MP:0005387,595
ACKR4,51554,49474,yes,Ackr4,MGI:2181676,MP:0005376,596
ACKR4,51554,49474,yes,Ackr4,MGI:2181676,MP:0005397,597
ACKR4,51554,49474,yes,Ackr4,MGI:2181676,MP:0002873,598
ACLY,47,854,yes,Acly,MGI:103251,MP:0010768,599
ACMSD,130013,44520,yes,Acmsd,MGI:2386323,,600
ACO1,48,1657,yes,Aco1,MGI:87879,MP:0005376,601
ACO1,48,1657,yes,Aco1,MGI:87879,MP:0010768,602
ACO1,48,1657,yes,Aco1,MGI:87879,MP:0002873,603
ACO2,50,856,yes,Aco2,MGI:87880,,604
ACOD1,730249,35405,yes,Acod1,MGI:103206,MP:0005397,605
ACOD1,730249,35405,yes,Acod1,MGI:103206,MP:0005387,606
ACOT1,641371,22686,yes,Acot1,MGI:1349396,,607
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005378,608
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005375,609
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005376,610
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005384,611
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005370,612
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005386,613
ACOT11,26027,11977,yes,Acot11,MGI:1913736,MP:0005387,614
ACOT12,134526,12540,yes,Acot12,MGI:1921406,,615
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005381,616
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005370,617
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005386,618
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005375,619
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005376,620
ACOT13,55856,41273,yes,Acot13,MGI:1914084,MP:0005378,621
ACOT2,10965,25661,yes,Acot2,MGI:2159605,,622
ACOT4,122970,44237,yes,Acot4,MGI:2159621,MP:0005379,623
ACOT4,122970,44237,yes,Acot4,MGI:2159621,MP:0005367,624
ACOT4,122970,44237,yes,Acot4,MGI:2159621,MP:0005389,625
ACOT6,641372,72506,yes,Acot6,MGI:1921287,MP:0002873,626
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0003631,627
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0005370,628
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0005386,629
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0005378,630
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0005376,631
ACOT7,11332,15780,yes,Acot7,MGI:1917275,MP:0005375,632
ACOT8,10005,3991,yes,Acot8,MGI:2158201,,633
ACOT9,23597,8206,yes,Acot9,MGI:1928939,,634
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005376,635
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0002006,636
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005379,637
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005378,638
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005389,639
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005387,640
ACOX1,51,38299,yes,Acox1,MGI:1330812,MP:0005370,641
ACOX2,8309,74473,yes,Acox2,MGI:1934852,MP:0002873,642
ACOX3,8310,37792,yes,Acox3,MGI:1933156,,643
ACOXL,55289,75083,yes,Acoxl,MGI:1921371,,644
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005378,645
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005376,646
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005384,647
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005369,648
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005385,649
ACP1,52,38274,yes,Acp1,MGI:87881,MP:0005387,650
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0010771,651
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005378,652
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005384,653
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005397,654
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005386,655
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005387,656
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005390,657
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0005367,658
ACP2,53,1217,yes,Acp2,MGI:87882,MP:0003631,659
ACP4,93650,57200,yes,Acp4,MGI:3644563,,660
ACP5,54,137203,yes,Acp5,MGI:87883,MP:0005397,661
ACP5,54,137203,yes,Acp5,MGI:87883,MP:0005387,662
ACP5,54,137203,yes,Acp5,MGI:87883,MP:0005390,663
ACP5,54,137203,yes,Acp5,MGI:87883,MP:0005371,664
ACP6,51205,41128,yes,Acp6,MGI:1931010,MP:0002873,665
ACP7,390928,23924,yes,Acp7,MGI:2142121,,666
ACPP,55,55552,yes,Acpp,MGI:1928480,MP:0005386,667
ACPP,55,55552,yes,Acpp,MGI:1928480,MP:0005389,668
ACPP,55,55552,yes,Acpp,MGI:1928480,MP:0002006,669
ACPP,55,55552,yes,Acpp,MGI:1928480,MP:0005379,670
ACPP,55,55552,yes,Acpp,MGI:1928480,MP:0010771,671
ACR,49,855,yes,Acr,MGI:87884,MP:0005389,672
ACR,49,855,yes,Acr,MGI:87884,MP:0002873,673
ACRBP,84519,9641,yes,Acrbp,MGI:1859515,MP:0005389,674
ACRV1,56,1219,yes,Acrv1,MGI:104590,,675
ACSBG1,23205,9044,yes,Acsbg1,MGI:2385656,MP:0005379,676
ACSBG1,23205,9044,yes,Acsbg1,MGI:2385656,MP:0005376,677
ACSBG1,23205,9044,yes,Acsbg1,MGI:2385656,MP:0005389,678
ACSBG2,81616,57133,yes,Acsbg2,MGI:3587728,MP:0005390,679
ACSBG2,81616,57133,yes,Acsbg2,MGI:3587728,MP:0005386,680
ACSBG2,81616,57133,yes,Acsbg2,MGI:3587728,MP:0002873,681
ACSF2,80221,23519,yes,Acsf2,MGI:2388287,MP:0005375,682
ACSF2,80221,23519,yes,Acsf2,MGI:2388287,MP:0005397,683
ACSF2,80221,23519,yes,Acsf2,MGI:2388287,MP:0002873,684
ACSF2,80221,23519,yes,Acsf2,MGI:2388287,MP:0005386,685
ACSF3,197322,14958,yes,Acsf3,MGI:2182591,,686
ACSL1,2180,37561,yes,Acsl1,MGI:102797,MP:0005384,687
ACSL1,2180,37561,yes,Acsl1,MGI:102797,MP:0005378,688
ACSL1,2180,37561,yes,Acsl1,MGI:102797,MP:0005375,689
ACSL1,2180,37561,yes,Acsl1,MGI:102797,MP:0005376,690
ACSL3,2181,3278,yes,Acsl3,MGI:1921455,MP:0005378,691
ACSL3,2181,3278,yes,Acsl3,MGI:1921455,MP:0005387,692
ACSL3,2181,3278,yes,Acsl3,MGI:1921455,MP:0005397,693
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0002873,694
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0010768,695
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005389,696
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005385,697
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005397,698
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005390,699
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005371,700
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005377,701
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005378,702
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005379,703
ACSL4,2182,56282,yes,Acsl4,MGI:1354713,MP:0005376,704
ACSL5,51703,69208,yes,Acsl5,MGI:1919129,MP:0005390,705
ACSL5,51703,69208,yes,Acsl5,MGI:1919129,MP:0005391,706
ACSL5,51703,69208,yes,Acsl5,MGI:1919129,MP:0005397,707
ACSL5,51703,69208,yes,Acsl5,MGI:1919129,MP:0005385,708
ACSL5,51703,69208,yes,Acsl5,MGI:1919129,MP:0005376,709
ACSL6,23305,100939,yes,Acsl6,MGI:894291,,710
ACSM1,116285,24930,yes,Acsm1,MGI:2152200,,711
ACSM2A,123876,70404,yes,Acsm2,MGI:2385289,MP:0005376,712
ACSM2A,123876,70404,yes,Acsm2,MGI:2385289,MP:0010771,713
ACSM2B,348158,70404,yes,Acsm2,MGI:2385289,MP:0005376,714
ACSM2B,348158,70404,yes,Acsm2,MGI:2385289,MP:0010771,715
ACSM3,6296,74559,yes,Acsm3,MGI:99538,MP:0002873,716
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0003631,717
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0005386,718
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0005388,719
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0005382,720
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0005378,721
ACSM4,341392,72281,yes,Acsm4,MGI:2681844,MP:0005394,722
ACSM5,54988,69242,yes,Acsm5,MGI:2444086,,723
ACSS1,84532,56037,yes,Acss1,MGI:1915988,MP:0005386,724
ACSS1,84532,56037,yes,Acss1,MGI:1915988,MP:0010768,725
ACSS1,84532,56037,yes,Acss1,MGI:1915988,MP:0005378,726
ACSS1,84532,56037,yes,Acss1,MGI:1915988,MP:0005384,727
ACSS1,84532,56037,yes,Acss1,MGI:1915988,MP:0005376,728
ACSS2,55902,6469,yes,Acss2,MGI:1890410,,729
ACSS3,79611,11587,yes,Acss3,MGI:2685720,,730
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005390,731
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005391,732
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0010768,733
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005389,734
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005386,735
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005370,736
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005376,737
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005369,738
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005382,739
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005378,740
ACTA1,58,121702,yes,Acta1,MGI:87902,MP:0005375,741
ACTA2,59,133938,yes,Acta2,MGI:87909,MP:0005369,742
ACTA2,59,133938,yes,Acta2,MGI:87909,MP:0005391,743
ACTA2,59,133938,yes,Acta2,MGI:87909,MP:0005385,744
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005369,745
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005376,746
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005379,747
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005375,748
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005397,749
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005385,750
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005378,751
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005389,752
ACTB,60,110648,yes,Actb,MGI:87904,MP:0010768,753
ACTB,60,110648,yes,Actb,MGI:87904,MP:0002873,754
ACTB,60,110648,yes,Actb,MGI:87904,MP:0003631,755
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005377,756
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005387,757
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005370,758
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005386,759
ACTB,60,110648,yes,Actb,MGI:87904,MP:0005380,760
ACTB,60,110648,yes,Actb,MGI:87904,MP:0002006,761
ACTBL2,345651,134276,yes,Actbl2,MGI:2444552,,762
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0005385,763
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0002873,764
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0010768,765
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0005376,766
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0005384,767
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0005369,768
ACTC1,70,68446,yes,Actc1,MGI:87905,MP:0005378,769
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0005377,770
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0003631,771
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0005386,772
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0010768,773
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0005369,774
ACTG1,71,74402,yes,Actg1,MGI:87906,MP:0005378,775
ACTG2,72,123845,yes,Actg2,MGI:104589,,776
ACTL10,170487,128516,yes,Actl10,MGI:1917612,MP:0005397,777
ACTL10,170487,128516,yes,Actl10,MGI:1917612,MP:0005390,778
ACTL10,170487,128516,yes,Actl10,MGI:1917612,MP:0005387,779
ACTL6A,86,55811,yes,Actl6a,MGI:1861453,MP:0005387,780
ACTL6A,86,55811,yes,Actl6a,MGI:1861453,MP:0010768,781
ACTL6A,86,55811,yes,Actl6a,MGI:1861453,MP:0005397,782
ACTL6A,86,55811,yes,Actl6a,MGI:1861453,MP:0005384,783
ACTL6B,51412,81844,yes,Actl6b,MGI:1933548,MP:0005386,784
ACTL6B,51412,81844,yes,Actl6b,MGI:1933548,MP:0003631,785
ACTL6B,51412,81844,yes,Actl6b,MGI:1933548,MP:0010768,786
